id,user_name,gender,comment,date
581,Юлий Адрианович Ширяев,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-08-12
582,Валерия Рубеновна Яковлева,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-12-08
583,Богданова Наина Рудольфовна,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-06-28
584,Борис Антипович Дементьев,ayol,Norozi,2024-12-18
585,Ксения Петровна Доронина,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2024-08-15
586,Орлов Андроник Адамович,ayol,Tezroq,2024-06-01
587,Куприян Афанасьевич Никитин,ayol,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-06-16
588,Терентий Феликсович Бобров,ayol,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-06-22
589,Шестаков Алексей Матвеевич,ayol,Norozi,2024-08-26
590,Людмила Васильевна Лукина,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-07-24
591,Зайцева Клавдия Робертовна,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-11-16
592,Тимофей Дмитриевич Калашников,ayol,Tezroq,2024-09-01
593,Терентьева Лора Анатольевна,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-10-22
594,Сазонова Галина Львовна,ayol,"Hisobim bloklandi, yordam bering iltimos",2024-11-12
595,Софрон Аверьянович Фокин,erkak,Rahmat,2024-08-28
596,Ираклий Анатольевич Егоров,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-10-20
597,Шестаков Изяслав Теймуразович,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-07-26
598,Аггей Фролович Громов,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-03-24
599,Буров Любосмысл Чеславович,erkak,"Hisobim bloklandi, yordam bering iltimos",2024-10-09
600,Карл Филимонович Мельников,ayol,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2025-03-30
601,Карл Андреевич Егоров,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-09-22
602,Никонов Сергей Власович,ayol,"Hisobim bloklandi, yordam bering iltimos",2024-05-02
603,Петров Всеволод Якубович,ayol,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-11-17
604,Михайлов Захар Абрамович,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2024-11-21
605,Лапин Поликарп Игнатьевич,ayol,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-09-08
606,Щукин Дементий Игоревич,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2025-02-15
607,Ратибор Абрамович Корнилов,erkak,Kechirasiz,2024-11-29
608,Никанор Федотович Капустин,erkak,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2024-07-29
609,Светлана Оскаровна Ширяева,ayol,Kechirasiz,2024-09-09
610,Агафонов Гремислав Дмитриевич,erkak,Tezroq,2024-07-12
611,Денисова Ксения Юльевна,erkak,Kechirasiz,2025-02-27
612,Феликс Гордеевич Денисов,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-07-13
613,Кир Иларионович Ковалев,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-06-27
614,Самойлов Агафон Даниилович,ayol,Zo'r!,2024-11-16
615,Георгий Феодосьевич Большаков,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-05-06
616,Евфросиния Львовна Фадеева,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-08-08
617,Смирнова Нина Васильевна,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-10-20
618,Остромир Елизарович Вишняков,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-05-14
619,Агата Александровна Лаврентьева,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2025-02-13
620,Белякова Наина Ждановна,erkak,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-06-14
621,Быков Вадим Ильич,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-05-18
622,Ия Александровна Козлова,ayol,Tezroq,2025-03-02
623,Волков Милан Виленович,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-10-23
624,Крюков Христофор Гертрудович,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-10-12
625,София Станиславовна Бобылева,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-07-12
626,Сергеева Виктория Даниловна,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-10-19
627,Владлен Всеволодович Горбунов,erkak,Kartani yangilash uchun ko'p vaqt ketdi,2024-11-28
628,Викентий Адрианович Медведев,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2025-02-20
629,Мясников Артем Артемьевич,erkak,Tezroq,2024-07-08
630,Силина Синклитикия Егоровна,erkak,Tezroq,2024-06-12
631,Шилов Олимпий Марсович,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-08-07
632,Гусев Викентий Бенедиктович,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-04-03
633,Савельев Карл Матвеевич,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-03-25
634,Илья Ильясович Панфилов,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-07-03
635,Станислав Юльевич Суворов,erkak,Rahmat,2024-09-07
636,Журавлева Иванна Валентиновна,erkak,Gap yo'q,2024-11-04
637,Шилов Иосиф Ануфриевич,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2024-08-17
638,Колесникова Таисия Леоновна,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2025-01-30
639,Уварова Александра Юрьевна,erkak,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-09-22
640,София Матвеевна Панфилова,erkak,Gap yo'q,2024-10-12
641,Потапова Тамара Захаровна,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-05-23
642,Бирюкова Клавдия Афанасьевна,ayol,Kartani yangilash uchun ko'p vaqt ketdi,2025-04-21
643,Анастасия Олеговна Воронова,erkak,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2025-04-23
644,Антонова Анжела Эльдаровна,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2024-07-08
645,Евфросиния Тимофеевна Константинова,ayol,"Mobil ilovada biometrik autentifikatsiya ishlamay qoldi. Ilovani qayta o'rnatdim, ammo muammo hal bo'lmadi. Iltimos, yordam bering.",2024-06-26
646,Шашкова Евдокия Святославовна,erkak,Rahmat,2024-07-28
647,Ирина Тарасовна Зиновьева,ayol,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-05-16
648,Татьяна Константиновна Полякова,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2025-03-01
649,Нестерова Феврония Рубеновна,ayol,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-09-06
650,Кудрявцев Силантий Владиленович,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2024-12-26
651,Сорокина Майя Леонидовна,ayol,Tezroq,2025-02-21
652,Веселов Фока Юлианович,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-12-30
653,Ирина Натановна Баранова,erkak,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-01-06
654,Анисимов Мефодий Теймуразович,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2025-01-01
655,Туров Эраст Фадеевич,erkak,Kechirasiz,2024-12-02
656,Потапов Прокл Архипович,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-07-19
657,Белов Егор Игоревич,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-04-14
658,Афанасьев Пимен Григорьевич,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-09-04
659,Нинель Эдуардовна Киселева,ayol,"Ilovadagi yangi cashback funksiyasi haqida ma'lumot topa olmadim. Iltimos, ilova ichida batafsil tushuntirish qo'shing.",2025-02-15
660,Леонид Всеволодович Кузнецов,erkak,Rahmat,2024-10-06
661,Капитон Бориславович Анисимов,erkak,"Salom, Anorbank ilovasidan juda mamnunman. Avval ko'p muammolar bo'lgan edi, lekin hozirgi yangilanishlardan keyin deyarli barcha xatoliklar tuzatilgan. Tezkor xizmat uchun rahmat!",2024-10-17
662,Анжела Кузьминична Нестерова,ayol,Tezroq,2024-07-10
663,Куликов Илья Захарьевич,erkak,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2025-04-24
664,Зуева Регина Владиславовна,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-09-01
665,Анжелика Феликсовна Егорова,erkak,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-11-10
666,Зинаида Павловна Петухова,erkak,"Mening kredit kartam bloklandi va mijozlarga xizmat ko'rsatish markaziga murojaat qilganimda javob olish uchun ko'p kutishimga to'g'ri keldi. Iltimos, xizmat sifatini oshiring.",2024-11-25
667,Миронова Вероника Степановна,ayol,Gap yo'q,2024-06-28
668,Тарасов Терентий Аверьянович,erkak,"Ilova yaxshi ishlayapti, lekin ba'zan sekinlashadi",2024-05-09
669,Аркадий Эдгарович Мартынов,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-04-26
670,Логинова Феврония Михайловна,erkak,Gap yo'q,2024-08-31
671,Марк Яковлевич Кудряшов,ayol,Operatorlar bilan bog'lanish qiyinroq bo'ldi,2025-01-14
672,Гурий Ефимович Яковлев,erkak,Anorbankning kredit takliflari va aksiya shartlari haqida ko'proq ma'lumot istardim. Marketing kampaniyalari aniqroq va osonroq tushunarli bo'lishi kerak.,2024-10-06
673,Анжелика Александровна Романова,erkak,Kechirasiz,2025-04-16
674,Владимирова Зинаида Аскольдовна,erkak,Gap yo'q,2025-03-29
675,Никонов Гурий Афанасьевич,ayol,"Yangi versiya yangilandi, interfeys ancha yaxshi",2024-09-08
676,Гущин Кузьма Анисимович,erkak,Kechirasiz,2024-07-06
677,Елизар Адрианович Зуев,ayol,"Mening hisobimdan pul yechilmagan bo'lsa ham, balans kamaydi. Bunday xatolar mijoz ishonchini kamaytiradi. Iltimos, bu masalaga jiddiy yondashing.",2024-06-17
678,Синклитикия Афанасьевна Логинова,ayol,"Pul ko'chirish jarayoni tez va oson bo'ldi, rahmat",2024-05-14
679,Рябова Вероника Юрьевна,ayol,Bloklangan kartani ochish uchun yana shaxsan filialga borish kerak ekan,2025-04-12
680,Светлана Алексеевна Щербакова,erkak,Internet banking orqali pul o'tkazishda ba'zan xatoliklar chiqadi va tranzaksiyalar to'liq amalga oshmaydi. Bu holat ko'proq tungi soatlarda kuzatiladi. Tuzatishingizni so'rayman.,2024-11-25
681,Суханова Марина Андреевна,ayol,Bankomatdan pul yechishda ko'pincha 'server error' chiqadi. Bu muammoni imkon qadar tezroq hal qilishlaringizni so'rayman.,2025-01-12
682,Оксана Кузьминична Муравьева,erkak,Zo'r!,2024-07-16
683,Агафья Эльдаровна Калинина,erkak,Kechirasiz,2024-08-09
684,Владимир Филатович Логинов,ayol,"Hisobim bloklandi, yordam bering iltimos",2025-02-16
685,Логинова Лидия Сергеевна,ayol,"Onlayn banking interfeysi yaxshi, lekin kechikishlar bor",2024-07-27
686,Лукия Антоновна Авдеева,erkak,Rahmat,2025-02-15
687,Таисия Николаевна Рыбакова,erkak,Gap yo'q,2025-03-29
688,Шестакова Милица Аскольдовна,erkak,Zo'r!,2025-01-10
689,Ольга Даниловна Константинова,erkak,Kechirasiz,2025-01-21
690,Аполлон Адрианович Белозеров,erkak,Men yangi mijozman va Anorbankdagi xizmatlardan juda mamnunman. Hisob ochish jarayoni juda tez va qulay bo'ldi. Xodimlar mehribon va yordam berishga tayyor.,2024-11-09
